"Gene","Coef","SE","CI_lower","CI_upper","Pval","I2","Q_Pval","FDR"
"PredictIO_Bareche",-1.17086363286896,0.332728281024243,-1.8229990803144,-0.518728185423523,0.000433211982621088,0.280744359440582,0.214105625986226,0.0108302995655272
"CCL5-CXCL9_Dangaj",-0.492296288488876,0.461871096676144,-1.39754700347414,0.412954426496383,0.286480706234649,0.0941944792958582,0.352629205113328,0.50009758183118
"COX-IS_Bonavita",-0.150663713688345,0.177019690774854,-0.497615932161477,0.196288504784786,0.394706730177529,0,0.440700086380072,0.50009758183118
"CYT_Davoli",-0.285221883134111,0.290410018951173,-0.854415061028006,0.283971294759783,0.326033278232736,0,0.452359021914635,0.50009758183118
"CYT_Rooney",-0.242694580142644,0.27881744888783,-0.789166738224128,0.30377757793884,0.384058584589662,0,0.499596061746847,0.50009758183118
"EMTstroma_Wang",0.633515828139548,0.752857415277377,-0.842057591298026,2.10908924757712,0.400078065464944,0.555234087648105,0.0358787787210237,0.50009758183118
"Inflammatory_Thompson",-0.359656738057362,0.315086719190509,-0.977215359677645,0.257901883562921,0.253681384498497,0,0.427909561249671,0.50009758183118
"IPRES_Hugo",2.00327489266233,1.51174524351872,-0.959691338434105,4.96624112375876,0.185124545681123,0.259998899272764,0.230290431412767,0.50009758183118
"IPSOV_Shen",-2.79521125135324,2.02571377547267,-6.76553729426632,1.17511479155984,0.167628258436679,0,0.813682901545559,0.50009758183118
"IRG_Ayers",-0.176246156626493,0.189917632843176,-0.54847787702822,0.195985563775234,0.353400486425814,0,0.557556659967087,0.50009758183118
"M1_Hwang",-0.709342305572613,0.604102745079388,-1.89336192889,0.47467731774477,0.240311702913444,0,0.789375498801427,0.50009758183118
"MHC-I_Liu",-0.617867258206031,0.533715922708443,-1.66393124469014,0.428196728278081,0.246998466432863,0.317504524370869,0.185661835063484,0.50009758183118
"MHC-II_Liu",-0.837368847694236,0.535572209915034,-1.88707109024823,0.212333394859755,0.117934290775386,0,0.443503704690083,0.50009758183118
"PassON_Du",-2.66133192491079,1.8638594780874,-6.31442937420572,0.991765524384138,0.153331922423546,0.597609986971105,0.0209610935014049,0.50009758183118
"PDL1_Nishino",-0.283265681269575,0.292248680050482,-0.85606256869789,0.28953120615874,0.332414242898509,0,0.571034175112293,0.50009758183118
"Teff_McDermott",-0.306364615349803,0.296873563952234,-0.88822610865823,0.275496877958625,0.302086165922931,0.182019067019984,0.290962762672541,0.50009758183118
"Teff-IFNG_Fehrenbacher",-0.41397301724193,0.294159354212606,-0.990514757214197,0.162568722730338,0.159335871799508,0.0716441725588053,0.373364467720735,0.50009758183118
"TIS_Damotte",-0.383720057853393,0.318362615330863,-1.00769931792586,0.240259202219078,0.228090421717846,0.244683339787536,0.242257963230924,0.50009758183118
"TUMOR-VASCULATURE-UP_Lu",2.02331803644355,1.04554893720792,-0.0259202245580954,4.0725562974452,0.0529690741639741,0.4363491871488,0.0999914366930843,0.50009758183118
"VIGex_Hernando-Calvo",-0.356491672138104,0.311809528558119,-0.96762711814843,0.254643773872221,0.25291427047232,0,0.441483140256428,0.50009758183118
"Chemokine_Messina",-0.45763458076077,0.579145711627607,-1.5927393173517,0.67747015583016,0.429417389020888,0.27847811554006,0.235902926976341,0.511211177405819
"EMT_Thompson",0.346105650246996,0.49786272870264,-0.629687367255013,1.32189866774901,0.486940693973465,0.165976085089764,0.303274975483822,0.544818309034825
"IFN_Ayers",-0.124559080898672,0.18520385851012,-0.48755197337636,0.238433811579016,0.501232844312039,0.0563295409900262,0.384287770460764,0.544818309034825
"IMS_Cui",0.544260176767201,0.947627023452369,-1.31305465997634,2.40157501351074,0.565737694725857,0.618189575379404,0.0153705947175023,0.589310098672767
"IPS_Charoentong",-0.0243209396807715,0.163282779319285,-0.344349306442171,0.295707427080628,0.881593233365182,0,0.445320015246783,0.881593233365182
