"Outcome","Gene","Study","Coef","SE","N","Pval","Cancer_type","Treatment","FDR"
"R vs NR","ITGAL","Nathanson__Melanoma__CTLA4",-0.235,0.427,24,0.582660809981625,"Melanoma","CTLA4",0.924008659005991
"R vs NR","RGPD5","Nathanson__Melanoma__CTLA4",-0.273,0.435,24,0.529252863084249,"Melanoma","CTLA4",0.924008659005991
"R vs NR","HERPUD1","Nathanson__Melanoma__CTLA4",-0.003,0.423,24,0.994576954412074,"Melanoma","CTLA4",0.99482619637873
"R vs NR","USP36","Nathanson__Melanoma__CTLA4",0.34,0.441,24,0.439909669824988,"Melanoma","CTLA4",0.924008659005991
"R vs NR","SLC2A3","Nathanson__Melanoma__CTLA4",-0.147,0.425,24,0.729569382371593,"Melanoma","CTLA4",0.924008659005991
"R vs NR","PTPRC","Nathanson__Melanoma__CTLA4",-0.282,0.433,24,0.515564676513129,"Melanoma","CTLA4",0.924008659005991
"R vs NR","DNAJA1","Nathanson__Melanoma__CTLA4",0.008,0.423,24,0.984301434666776,"Melanoma","CTLA4",0.99482619637873
"R vs NR","LAG3","Nathanson__Melanoma__CTLA4",-0.183,0.427,24,0.669126643586542,"Melanoma","CTLA4",0.924008659005991
"R vs NR","EZR","Nathanson__Melanoma__CTLA4",0.468,0.454,24,0.301799859710404,"Melanoma","CTLA4",0.924008659005991
"R vs NR","CREM","Nathanson__Melanoma__CTLA4",-0.142,0.423,24,0.736744448063253,"Melanoma","CTLA4",0.924008659005991
"R vs NR","GZMB","Nathanson__Melanoma__CTLA4",-0.469,0.444,24,0.291033109099407,"Melanoma","CTLA4",0.924008659005991
"R vs NR","SMCHD1","Nathanson__Melanoma__CTLA4",-0.394,0.446,24,0.377836480811914,"Melanoma","CTLA4",0.924008659005991
"R vs NR","ALG13","Nathanson__Melanoma__CTLA4",0.109,0.424,24,0.796493179423332,"Melanoma","CTLA4",0.924008659005991
"R vs NR","RUBCNL","Nathanson__Melanoma__CTLA4",0.027,0.423,24,0.948745901153319,"Melanoma","CTLA4",0.99482619637873
"R vs NR","CD276","Nathanson__Melanoma__CTLA4",-0.34,0.471,24,0.470284843181845,"Melanoma","CTLA4",0.924008659005991
"R vs NR","NKG7","Nathanson__Melanoma__CTLA4",-0.379,0.443,24,0.393244029356307,"Melanoma","CTLA4",0.924008659005991
"R vs NR","ARRDC2","Nathanson__Melanoma__CTLA4",0.119,0.428,24,0.780314464273436,"Melanoma","CTLA4",0.924008659005991
"R vs NR","AREG","Nathanson__Melanoma__CTLA4",-0.72,0.472,24,0.12679333526285,"Melanoma","CTLA4",0.924008659005991
"R vs NR","CD69","Nathanson__Melanoma__CTLA4",-0.223,0.431,24,0.604544983353752,"Melanoma","CTLA4",0.924008659005991
"R vs NR","CD83","Nathanson__Melanoma__CTLA4",0.132,0.423,24,0.75497645327439,"Melanoma","CTLA4",0.924008659005991
"R vs NR","STAT1","Nathanson__Melanoma__CTLA4",-0.515,0.456,24,0.258930501200443,"Melanoma","CTLA4",0.924008659005991
"R vs NR","PRDM2","Nathanson__Melanoma__CTLA4",-0.151,0.425,24,0.723282102179608,"Melanoma","CTLA4",0.924008659005991
"R vs NR","NR4A3","Nathanson__Melanoma__CTLA4",-0.118,0.423,24,0.779567170894057,"Melanoma","CTLA4",0.924008659005991
